"user_id","dt","ad_network"
"af6481845b0008c0","2021-02-01","FB"
"bb0d24420cf24079","2021-02-01","FB"
"98bd9fdd5c6f1da6","2021-02-01","FB"
"05b5189fb86fdc29","2021-02-01","FB"
"d6230c69f6f163cd","2021-02-01","FB"
"280326f6045dca39","2021-02-01","FB"
"1245fbb766353bf6","2021-02-01","FB"
"41bddc6af525ad79","2021-02-01","FB"
"19dd12b6242c3faf","2021-02-01","FB"
"c083d7fb750b9356","2021-02-01","FB"
"3f4d751258992f9c","2021-02-01","FB"
"3cff3147401fabfd","2021-02-01","FB"
"83f036d0b894bb48","2021-02-01","FB"
"7a6f26a4bcc26459","2021-02-01","FB"
"72b111a96247ac74","2021-02-01","FB"
"d2f9b3f0481f9ff3","2021-02-01","FB"
"1202a1af620ad9b4","2021-02-01","FB"
"3114a12bd8b5381d","2021-02-01","FB"
"7fa21a61c85f407a","2021-02-01","FB"
"2a4c230ab4136bf1","2021-02-01","FB"
"655209394c6734d7","2021-02-01","FB"
"b273c25b9ffa691d","2021-02-01","FB"
"9a34f26553c8d2cf","2021-02-01","FB"
"8255d3bdbb6cd21d","2021-02-01","FB"
"30914fa93f206375","2021-02-01","FB"
"d6ab2ff5af2dd665","2021-02-01","FB"
"c7b157c0824d1ff4","2021-02-01","FB"
"7c64855cf4548297","2021-02-01","FB"
"3cbf19d08829b697","2021-02-01","FB"
"51d1146cbcd66521","2021-02-01","FB"
"c8146c6440fca88a","2021-02-01","FB"
"dc62fc2487707f6c","2021-02-01","FB"
"9bb137fd07b833ab","2021-02-01","FB"
"9fb560220bb5b9fd","2021-02-01","FB"
"a59359b0947b8d2b","2021-02-01","FB"
"dab8a0b5051b9857","2021-02-01","FB"
"7223f1dc62afbd92","2021-02-01","FB"
"9a86c8d68fd2f08d","2021-02-01","FB"
"63798291d6423077","2021-02-01","FB"
"4061b4664d44c495","2021-02-01","FB"
"40c380500b698cd2","2021-02-01","FB"
"d630fd005d1d14a9","2021-02-01","FB"
"d62a93b7b9cd10f1","2021-02-01","FB"
"c3fc0bf172f3d0b8","2021-02-01","FB"
"5409f72c672722bb","2021-02-01","FB"
"27c562929170635c","2021-02-01","FB"
"461dfdc2246306bf","2021-02-01","FB"
"c7f91fdfa728bcb1","2021-02-01","FB"
"f23317afacf9a9ab","2021-02-01","FB"
"9dfb208617a92aaa","2021-02-01","FB"
"b4abd1167374d886","2021-02-01","FB"
"85379f629aaf5f87","2021-02-01","FB"
"b4c9f605334a7738","2021-02-01","FB"
"54441d65678f3880","2021-02-01","FB"
"79b19513b88b3c3b","2021-02-01","FB"
"8d09a7174d813f49","2021-02-01","FB"
"593c680cd2a6b3d0","2021-02-01","FB"
"f66d1036d7381172","2021-02-01","FB"
"b2fa12c78b8c7902","2021-02-01","FB"
"872fc95a03b81c17","2021-02-01","FB"
"a697f55188c14414","2021-02-01","FB"
"692857ac293bf6f9","2021-02-01","FB"
"d639a9291112f283","2021-02-01","FB"
"77042066bc019f45","2021-02-01","FB"
"62a907f0cbdaa7cc","2021-02-01","FB"
"5bf446d091d0a0f8","2021-02-01","FB"
"203642c996ba06aa","2021-02-01","FB"
"98bdd370fb5fd510","2021-02-01","FB"
"68aa7d8907812c10","2021-02-01","FB"
"553259f5c196dbbb","2021-02-01","FB"
"c36940553cdb2518","2021-02-01","FB"
"8bf67960886a18b3","2021-02-01","FB"
"05fc5730f0a37830","2021-02-01","FB"
"641ab9df444599ab","2021-02-01","FB"
"67c16126f4a85a7a","2021-02-01","FB"
"01429901426f47b7","2021-02-01","FB"
"122b81f9d50c154f","2021-02-01","FB"
"a54022b9a4726304","2021-02-01","FB"
"5f16a5c1d00a9690","2021-02-01","FB"
"971660da49630169","2021-02-01","FB"
"24b67547923f7cc0","2021-02-01","FB"
"3a087a49f5db9b13","2021-02-01","FB"
"2b7a28b7d46a7845","2021-02-01","FB"
"529d0d377f154c6f","2021-02-01","FB"
"dadc998367ac079a","2021-02-01","FB"
"b05b252fcc06592c","2021-02-01","FB"
"0ddd4d508d7f75dc","2021-02-01","FB"
"a7c35f08b9077065","2021-02-01","FB"
"29b1bb7049592827","2021-02-01","FB"
"33002997f785fd6b","2021-02-01","FB"
"9c607a642c3c1fdd","2021-02-01","FB"
"93fcb7108bb08824","2021-02-01","FB"
"caacb7680f1fc692","2021-02-01","FB"
"d9a1687376518923","2021-02-01","FB"
"961a43aa8ab0f1d6","2021-02-01","FB"
"a616a44689b65133","2021-02-01","FB"
"c8750c4464b8d285","2021-02-01","FB"
"1cdc1c77b3b490f4","2021-02-01","FB"
"baf85427d4c7bf7c","2021-02-01","FB"
"8c0fff4c9ff00d27","2021-02-01","FB"
"525301c3a051102f","2021-02-01","FB"
"805408355739c647","2021-02-01","FB"
"a32c49180f3ca927","2021-02-01","FB"
"1f8d98f17f3d9d45","2021-02-01","FB"
"8a77146bdd9249cc","2021-02-01","FB"
"d2192faddc939fb0","2021-02-01","FB"
"505a2479c07076af","2021-02-01","FB"
"0d8785bc80ac4278","2021-02-01","FB"
"ad4c28ad6824a3ff","2021-02-01","FB"
"f1cb32c3858cfb43","2021-02-01","FB"
"d90bb7650a503280","2021-02-01","FB"
"f974c1aafa1f016c","2021-02-01","FB"
"d47b012244140ac5","2021-02-01","FB"
"9a495b6b9c3f78ca","2021-02-01","FB"
"f13b3adc22b5849c","2021-02-01","FB"
"4d2d6d30219a0649","2021-02-01","FB"
"1496a11ba958ac60","2021-02-01","FB"
